Category,Message
ham,Great escape. I fancy the bridge but needs her lager. See you tomo
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Is she replying. Has boye changed his phone number
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Sorry pa, i dont knw who ru pa?"
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,Aiyah ok wat as long as got improve can already wat...
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,Oh ic. I thought you meant mary jane.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Hi mom we might be back later than  &lt;#&gt;
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Huh so early.. Then ü having dinner outside izzit?
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,Jus came back fr lunch wif my sis only. U leh?
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,I finished my lunch already. U wake up already?
ham,Go fool dont cheat others ok
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
spam,You have 1 new voicemail. Please call 08719181513.
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,it's really getting me down just hanging around.
ham,I had it already..sabarish asked me to go..
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
ham,And now electricity just went out fml.
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,&lt;#&gt;  w jetton ave if you forgot
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,No prob. I will send to your email.
ham,"Yo, you around? Just got my car back"
ham,I think chennai well settled?
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,I'll meet you in the lobby
ham,Wat would u like 4 ur birthday?
ham,Hui xin is in da lib.
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Got it..mail panren paru..
ham,I know that my friend already told that.
ham,I'm now but have to wait till 2 for the bus to pick me.
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,Well welp is sort of a semiobscure internet thing
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,Have you always been saying welp?
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,No he didn't. Spring is coming early yay!
ham,So i'm doing a list of buyers.
ham,Lara said she can loan me  &lt;#&gt; .
ham,U don't remember that old commercial?
ham,Simply sitting and watching match in office..
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,"Aight, sounds good. When do you want me to come down?"
ham,You will go to walmart. I.ll stay.
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,Huh so fast... Dat means u havent finished painting?
ham,Ya just telling abt tht incident..
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,S.i'm watching it in live..
ham,Ü predict wat time ü'll finish buying?
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,"Mah b, I'll pick it up tomorrow"
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Enjoy urself tmr...
ham,Sounds great! Im going to sleep now. Have a good night!
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Ill be at yours in about 3 mins but look out for me
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,"Okay, good, no problem, and thanx!"
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,Ultimately tor motive tui achieve korli.
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,I will reach before ten morning
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,Just curious because my cuz asked what I was up to
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"How long before you get reply, just defer admission til next semester"
ham,Am slow in using biola's fne
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Why are u up so early?
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,Da is good good player.why he is unsold.
ham,Ok ok take care. I can understand.
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,Yesterday its with me only . Now am going home.
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,jay says he'll put in  &lt;#&gt;
ham,Might ax well im there.
ham,I wanna watch that movie
ham,Later i guess. I needa do mcat study too.
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,Wat time do u wan 2 meet me later?
ham,I only haf msn. It's yijue@hotmail.com
spam,This message is brought to you by GMW Ltd. and is not connected to the
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
